index_a,index_b,postcode,street_number,date_of_birth,state,salary-class
670_a,517_b,0.9383007417397168,0.01904296875,0.9803977417116934,0.7894179894179895,1
670_a,625_b,0.9383007417397168,0.01904296875,0.9803977417116934,0.7894179894179895,1
670_a,691_b,0.9383007417397168,0.01904296875,0.9803977417116934,0.7894179894179895,1
670_a,950_b,0.9383007417397168,0.01904296875,0.9803977417116934,0.7894179894179895,1
3260_a,517_b,0.9383007417397168,0.01904296875,0.9803977417116934,0.7894179894179895,0
3260_a,625_b,0.9383007417397168,0.01904296875,0.9803977417116934,0.7894179894179895,0
3260_a,691_b,0.9383007417397168,0.01904296875,0.9803977417116934,0.7894179894179895,0
3260_a,950_b,0.9383007417397168,0.01904296875,0.9803977417116934,0.7894179894179895,0
3392_a,517_b,0.9383007417397168,0.01904296875,0.9803977417116934,0.7894179894179895,1
3392_a,625_b,0.9383007417397168,0.01904296875,0.9803977417116934,0.7894179894179895,1
3392_a,691_b,0.9383007417397168,0.01904296875,0.9803977417116934,0.7894179894179895,1
3392_a,950_b,0.9383007417397168,0.01904296875,0.9803977417116934,0.7894179894179895,1
3743_a,517_b,0.9383007417397168,0.01904296875,0.9803977417116934,0.7894179894179895,1
3743_a,625_b,0.9383007417397168,0.01904296875,0.9803977417116934,0.7894179894179895,1
3743_a,691_b,0.9383007417397168,0.01904296875,0.9803977417116934,0.7894179894179895,1
3743_a,950_b,0.9383007417397168,0.01904296875,0.9803977417116934,0.7894179894179895,1
108_a,201_b,0.9346323067253299,0.05319148936170213,0.9778722205435867,0.8295739348370926,1
108_a,667_b,0.9346323067253299,0.05319148936170213,0.9778722205435867,0.8295739348370926,1
108_a,726_b,0.9346323067253299,0.05319148936170213,0.9778722205435867,0.8295739348370926,1
3357_a,201_b,0.9346323067253299,0.05319148936170213,0.9778722205435867,0.8295739348370926,1
3357_a,667_b,0.9346323067253299,0.05319148936170213,0.9778722205435867,0.8295739348370926,1
3357_a,726_b,0.9346323067253299,0.05319148936170213,0.9778722205435867,0.8295739348370926,1
3611_a,201_b,0.9346323067253299,0.05319148936170213,0.9778722205435867,0.8295739348370926,1
3611_a,667_b,0.9346323067253299,0.05319148936170213,0.9778722205435867,0.8295739348370926,1
3611_a,726_b,0.9346323067253299,0.05319148936170213,0.9778722205435867,0.8295739348370926,1
3775_a,201_b,0.9346323067253299,0.05319148936170213,0.9778722205435867,0.8295739348370926,1
3775_a,667_b,0.9346323067253299,0.05319148936170213,0.9778722205435867,0.8295739348370926,1
3775_a,726_b,0.9346323067253299,0.05319148936170213,0.9778722205435867,0.8295739348370926,1
128_a,144_b,0.9668624161073825,0.4830508474576271,0.970408683493484,0.9,0
128_a,458_b,0.9668624161073825,0.4830508474576271,0.970408683493484,0.9,0
128_a,659_b,0.9668624161073825,0.4830508474576271,0.970408683493484,0.9,0
128_a,727_b,0.9668624161073825,0.4830508474576271,0.970408683493484,0.9,0
128_a,78_b,0.9288503253796095,0.4067796610169492,0.966686596528135,0.9,0
128_a,309_b,0.9288503253796095,0.4067796610169492,0.966686596528135,0.9,1
128_a,689_b,0.9288503253796095,0.4067796610169492,0.966686596528135,0.9,0
128_a,820_b,0.9288503253796095,0.4067796610169492,0.966686596528135,0.9,0
128_a,285_b,0.9264469453376206,0.6051282051282051,0.9540722727710603,0.7785714285714286,0
128_a,313_b,0.9264469453376206,0.6051282051282051,0.9540722727710603,0.7785714285714286,0
128_a,404_b,0.9264469453376206,0.6051282051282051,0.9540722727710603,0.7785714285714286,0
1644_a,144_b,0.9668624161073825,0.4830508474576271,0.970408683493484,0.9,1
1644_a,458_b,0.9668624161073825,0.4830508474576271,0.970408683493484,0.9,1
1644_a,659_b,0.9668624161073825,0.4830508474576271,0.970408683493484,0.9,1
1644_a,727_b,0.9668624161073825,0.4830508474576271,0.970408683493484,0.9,1
1644_a,78_b,0.9288503253796095,0.4067796610169492,0.966686596528135,0.9,1
1644_a,309_b,0.9288503253796095,0.4067796610169492,0.966686596528135,0.9,0
1644_a,689_b,0.9288503253796095,0.4067796610169492,0.966686596528135,0.9,1
1644_a,820_b,0.9288503253796095,0.4067796610169492,0.966686596528135,0.9,1
1644_a,285_b,0.9264469453376206,0.6051282051282051,0.9540722727710603,0.7785714285714286,1
1644_a,313_b,0.9264469453376206,0.6051282051282051,0.9540722727710603,0.7785714285714286,1
1644_a,404_b,0.9264469453376206,0.6051282051282051,0.9540722727710603,0.7785714285714286,1
2044_a,144_b,0.9668624161073825,0.4830508474576271,0.970408683493484,0.9,1
2044_a,458_b,0.9668624161073825,0.4830508474576271,0.970408683493484,0.9,1
2044_a,659_b,0.9668624161073825,0.4830508474576271,0.970408683493484,0.9,1
2044_a,727_b,0.9668624161073825,0.4830508474576271,0.970408683493484,0.9,1
2044_a,78_b,0.9288503253796095,0.4067796610169492,0.966686596528135,0.9,1
2044_a,309_b,0.9288503253796095,0.4067796610169492,0.966686596528135,0.9,0
2044_a,689_b,0.9288503253796095,0.4067796610169492,0.966686596528135,0.9,1
2044_a,820_b,0.9288503253796095,0.4067796610169492,0.966686596528135,0.9,1
2044_a,285_b,0.9264469453376206,0.6051282051282051,0.9540722727710603,0.7785714285714286,1
2044_a,313_b,0.9264469453376206,0.6051282051282051,0.9540722727710603,0.7785714285714286,1
2044_a,404_b,0.9264469453376206,0.6051282051282051,0.9540722727710603,0.7785714285714286,1
3731_a,144_b,0.9668624161073825,0.4830508474576271,0.970408683493484,0.9,1
3731_a,458_b,0.9668624161073825,0.4830508474576271,0.970408683493484,0.9,1
3731_a,659_b,0.9668624161073825,0.4830508474576271,0.970408683493484,0.9,1
3731_a,727_b,0.9668624161073825,0.4830508474576271,0.970408683493484,0.9,1
3731_a,78_b,0.9288503253796095,0.4067796610169492,0.966686596528135,0.9,1
3731_a,309_b,0.9288503253796095,0.4067796610169492,0.966686596528135,0.9,0
3731_a,689_b,0.9288503253796095,0.4067796610169492,0.966686596528135,0.9,1
3731_a,820_b,0.9288503253796095,0.4067796610169492,0.966686596528135,0.9,1
3731_a,285_b,0.9264469453376206,0.6051282051282051,0.9540722727710603,0.7785714285714286,1
3731_a,313_b,0.9264469453376206,0.6051282051282051,0.9540722727710603,0.7785714285714286,1
3731_a,404_b,0.9264469453376206,0.6051282051282051,0.9540722727710603,0.7785714285714286,1
343_a,399_b,0.8950542822677925,0.21212121212121213,0.9806355865477073,0.8772893772893773,1
